Age,Gender,Income,Education,Occupation
40,Female,1,Bachelors,Tech-support
46,Female,1,Bachelors,Exec-managerial
37,Female,0,Assoc,Other-service
43,Male,0,HS-grad,Other-service
41,Male,0,Bachelors,Sales
49,Male,0,Bachelors,Adm-clerical
49,Male,1,Bachelors,Sales
18,Female,0,Some-college,Other-service
18,Male,0,Some-college,Exec-managerial
52,Female,1,Masters,Other-service
54,Male,0,HS-grad,Exec-managerial
26,Male,0,HS-grad,Other-service
18,Male,0,Some-college,Sales
40,Female,0,HS-grad,Adm-clerical
51,Male,0,HS-grad,Prof-specialty
62,Male,0,HS-grad,Adm-clerical
46,Female,1,Bachelors,Exec-managerial
34,Female,1,Doctorate,Other-service
27,Male,0,Some-college,Craft-repair
39,Female,0,HS-grad,Other-service
35,Female,0,Masters,Adm-clerical
26,Female,0,HS-grad,Sales
66,Female,1,Doctorate,Other-service
62,Female,1,Bachelors,Sales
54,Male,1,HS-grad,Other-service
27,Female,0,Some-college,Other-service
50,Male,1,Some-college,Sales
47,Female,1,Masters,Sales
45,Female,0,HS-grad,Adm-clerical
55,Female,1,Assoc,Exec-managerial
47,Male,0,Masters,Craft-repair
49,Male,0,Assoc,Tech-support
47,Male,1,Assoc,Sales
43,Female,0,HS-grad,Prof-specialty
18,Female,0,Some-college,Other-service
40,Female,0,Masters,Adm-clerical
32,Male,0,Some-college,Other-service
22,Female,0,HS-grad,Adm-clerical
61,Male,0,HS-grad,Exec-managerial
61,Male,1,HS-grad,Prof-specialty
57,Male,1,Assoc,Exec-managerial
42,Male,1,Some-college,Sales
57,Female,1,Bachelors,Sales
39,Male,1,Doctorate,Tech-support
42,Female,0,HS-grad,Craft-repair
25,Male,0,Masters,Craft-repair
44,Male,0,HS-grad,Adm-clerical
40,Female,0,HS-grad,Prof-specialty
22,Male,0,HS-grad,Adm-clerical
38,Female,0,HS-grad,Craft-repair
38,Female,0,Some-college,Tech-support
62,Male,0,Some-college,Other-service
51,Female,0,HS-grad,Tech-support
39,Male,0,HS-grad,Adm-clerical
42,Male,0,Bachelors,Prof-specialty
40,Male,1,HS-grad,Craft-repair
36,Female,1,Masters,Exec-managerial
25,Female,1,Assoc,Exec-managerial
37,Male,0,Bachelors,Other-service
29,Female,1,Bachelors,Prof-specialty
23,Male,0,Bachelors,Craft-repair
46,Female,1,Bachelors,Sales
44,Female,0,Assoc,Other-service
18,Male,0,Doctorate,Adm-clerical
37,Male,1,Some-college,Tech-support
52,Male,1,Bachelors,Craft-repair
53,Male,1,Masters,Adm-clerical
52,Female,0,HS-grad,Other-service
40,Female,0,Some-college,Adm-clerical
28,Female,0,Bachelors,Sales
25,Male,0,Bachelors,Adm-clerical
43,Female,0,Some-college,Prof-specialty
44,Male,0,HS-grad,Prof-specialty
56,Female,1,HS-grad,Tech-support
53,Male,1,Bachelors,Tech-support
37,Male,0,Assoc,Sales
23,Male,0,Assoc,Exec-managerial
35,Female,0,Some-college,Craft-repair
42,Male,1,HS-grad,Prof-specialty
36,Female,0,Masters,Prof-specialty
31,Female,1,Bachelors,Adm-clerical
42,Female,1,Some-college,Other-service
32,Female,0,Some-college,Craft-repair
31,Male,0,HS-grad,Adm-clerical
43,Female,0,Masters,Other-service
34,Female,0,Bachelors,Prof-specialty
42,Male,0,Some-college,Sales
43,Male,0,Assoc,Adm-clerical
24,Male,1,Bachelors,Exec-managerial
33,Male,0,Assoc,Sales
58,Female,1,Some-college,Craft-repair
24,Male,0,Some-college,Sales
18,Female,0,Assoc,Craft-repair
18,Female,0,Doctorate,Craft-repair
39,Female,0,Doctorate,Adm-clerical
39,Male,1,Masters,Craft-repair
37,Female,0,Some-college,Craft-repair
55,Male,0,HS-grad,Sales
18,Female,1,Some-college,Prof-specialty
44,Female,1,Assoc,Craft-repair
59,Female,0,Some-college,Prof-specialty
24,Female,0,Masters,Craft-repair
34,Female,0,Assoc,Exec-managerial
29,Male,1,Doctorate,Other-service
27,Male,0,Assoc,Sales
35,Female,0,Bachelors,Sales
58,Male,0,Some-college,Craft-repair
63,Female,0,Doctorate,Adm-clerical
35,Female,0,HS-grad,Sales
64,Female,0,HS-grad,Prof-specialty
39,Male,1,Doctorate,Prof-specialty
62,Female,0,Bachelors,Other-service
38,Male,1,Some-college,Exec-managerial
41,Female,0,HS-grad,Tech-support
44,Male,1,Some-college,Prof-specialty
75,Female,1,Assoc,Craft-repair
50,Male,0,Bachelors,Adm-clerical
30,Male,0,Some-college,Prof-specialty
52,Female,1,Bachelors,Craft-repair
34,Female,0,Assoc,Sales
33,Male,0,Assoc,Sales
51,Male,1,Some-college,Exec-managerial
39,Male,0,Bachelors,Prof-specialty
43,Female,1,HS-grad,Prof-specialty
39,Male,0,Some-college,Prof-specialty
43,Female,0,HS-grad,Tech-support
45,Female,0,Some-college,Adm-clerical
18,Male,0,Bachelors,Other-service
48,Male,1,Some-college,Adm-clerical
26,Male,0,HS-grad,Craft-repair
20,Male,0,HS-grad,Sales
38,Female,0,HS-grad,Adm-clerical
40,Male,0,Bachelors,Craft-repair
30,Female,0,HS-grad,Adm-clerical
50,Female,0,HS-grad,Sales
22,Female,1,Doctorate,Prof-specialty
34,Male,0,HS-grad,Adm-clerical
31,Male,0,Assoc,Prof-specialty
38,Female,0,Bachelors,Craft-repair
43,Male,1,Bachelors,Other-service
26,Male,0,Bachelors,Adm-clerical
48,Male,1,HS-grad,Prof-specialty
40,Male,1,Masters,Prof-specialty
18,Female,1,Masters,Prof-specialty
18,Male,0,Some-college,Other-service
39,Male,0,Masters,Exec-managerial
36,Male,1,Some-college,Sales
38,Male,0,Assoc,Exec-managerial
39,Female,0,Masters,Sales
42,Female,1,HS-grad,Exec-managerial
51,Male,1,Assoc,Craft-repair
25,Female,1,Doctorate,Adm-clerical
24,Female,0,Bachelors,Adm-clerical
25,Male,0,HS-grad,Other-service
43,Male,1,Masters,Sales
55,Male,0,Bachelors,Craft-repair
33,Male,0,Some-college,Prof-specialty
18,Male,0,Assoc,Sales
18,Male,1,Bachelors,Exec-managerial
28,Male,1,Assoc,Exec-managerial
32,Female,1,Bachelors,Sales
34,Male,0,HS-grad,Craft-repair
40,Female,0,Doctorate,Prof-specialty
35,Female,0,Bachelors,Craft-repair
53,Female,0,Some-college,Adm-clerical
30,Male,1,Some-college,Sales
28,Male,0,HS-grad,Sales
45,Male,0,Bachelors,Other-service
19,Male,0,Some-college,Craft-repair
44,Male,1,Assoc,Sales
40,Female,0,Doctorate,Other-service
37,Male,0,Masters,Sales
60,Male,0,HS-grad,Other-service
31,Male,0,Bachelors,Other-service
66,Female,1,HS-grad,Tech-support
36,Female,0,Masters,Other-service
22,Male,1,Some-college,Prof-specialty
40,Female,1,Assoc,Prof-specialty
25,Female,1,Some-college,Other-service
29,Female,0,HS-grad,Tech-support
44,Female,1,Doctorate,Adm-clerical
46,Female,1,Some-college,Craft-repair
31,Male,0,Assoc,Craft-repair
52,Male,1,Assoc,Tech-support
54,Male,0,Some-college,Craft-repair
58,Female,1,Some-college,Craft-repair
46,Female,1,Bachelors,Prof-specialty
57,Female,1,Masters,Adm-clerical
18,Female,0,Doctorate,Other-service
35,Female,0,HS-grad,Prof-specialty
28,Male,1,Bachelors,Craft-repair
41,Male,0,HS-grad,Craft-repair
32,Male,1,Bachelors,Sales
37,Female,0,Masters,Prof-specialty
63,Female,1,Assoc,Prof-specialty
37,Female,0,Some-college,Exec-managerial
44,Female,0,Some-college,Other-service
36,Male,0,HS-grad,Sales
40,Female,0,HS-grad,Sales
39,Male,0,Some-college,Exec-managerial
45,Male,0,Assoc,Other-service
54,Female,0,Some-college,Sales
60,Female,0,HS-grad,Exec-managerial
43,Female,0,Bachelors,Other-service
47,Female,0,HS-grad,Other-service
24,Male,0,HS-grad,Sales
38,Male,1,Assoc,Sales
51,Male,0,HS-grad,Exec-managerial
50,Male,0,Some-college,Prof-specialty
42,Female,0,Bachelors,Craft-repair
51,Female,0,HS-grad,Prof-specialty
45,Female,0,HS-grad,Exec-managerial
55,Female,0,HS-grad,Exec-managerial
43,Male,0,Some-college,Other-service
34,Male,0,Assoc,Craft-repair
43,Female,0,Some-college,Tech-support
18,Female,0,Some-college,Craft-repair
44,Female,0,Some-college,Adm-clerical
18,Male,1,Doctorate,Adm-clerical
18,Female,0,HS-grad,Exec-managerial
45,Female,0,Assoc,Exec-managerial
45,Female,1,HS-grad,Exec-managerial
24,Male,0,Doctorate,Sales
30,Male,0,HS-grad,Prof-specialty
57,Male,0,HS-grad,Adm-clerical
33,Female,0,Some-college,Exec-managerial
68,Female,1,HS-grad,Adm-clerical
39,Male,0,Masters,Adm-clerical
44,Female,0,Bachelors,Craft-repair
60,Female,0,Bachelors,Sales
41,Male,0,HS-grad,Sales
26,Female,1,Bachelors,Tech-support
38,Female,0,HS-grad,Sales
39,Male,1,Doctorate,Prof-specialty
21,Male,0,Bachelors,Craft-repair
36,Female,0,Bachelors,Adm-clerical
29,Female,1,Assoc,Sales
51,Male,1,Bachelors,Craft-repair
39,Female,1,Bachelors,Craft-repair
35,Female,1,HS-grad,Other-service
38,Male,0,Bachelors,Craft-repair
42,Male,0,Some-college,Adm-clerical
47,Male,0,HS-grad,Other-service
26,Female,0,Masters,Craft-repair
25,Female,1,HS-grad,Exec-managerial
53,Male,0,Bachelors,Adm-clerical
34,Male,1,HS-grad,Exec-managerial
21,Female,0,Some-college,Other-service
45,Male,0,Assoc,Sales
45,Female,0,HS-grad,Prof-specialty
19,Male,0,Bachelors,Craft-repair
42,Male,1,Bachelors,Exec-managerial
49,Female,0,Assoc,Prof-specialty
44,Male,0,HS-grad,Craft-repair
47,Male,0,Masters,Adm-clerical
21,Female,0,Some-college,Sales
43,Female,0,Some-college,Tech-support
35,Male,0,Some-college,Other-service
33,Female,0,Some-college,Tech-support
50,Female,1,Some-college,Prof-specialty
58,Female,0,HS-grad,Sales
62,Male,0,Some-college,Other-service
56,Female,1,Bachelors,Adm-clerical
38,Male,0,Some-college,Exec-managerial
44,Female,0,HS-grad,Craft-repair
49,Female,0,Some-college,Other-service
41,Male,0,Some-college,Other-service
41,Female,1,Bachelors,Tech-support
50,Female,0,Assoc,Craft-repair
38,Female,0,Bachelors,Other-service
30,Male,0,Bachelors,Adm-clerical
34,Female,0,HS-grad,Craft-repair
47,Female,0,Doctorate,Prof-specialty
39,Female,0,HS-grad,Sales
43,Female,0,Some-college,Other-service
48,Female,0,HS-grad,Craft-repair
34,Male,0,HS-grad,Exec-managerial
49,Female,1,Masters,Exec-managerial
44,Female,0,HS-grad,Adm-clerical
23,Male,0,HS-grad,Tech-support
58,Male,1,HS-grad,Exec-managerial
32,Female,1,Doctorate,Craft-repair
18,Female,1,Masters,Exec-managerial
25,Female,0,Assoc,Sales
26,Male,0,Assoc,Tech-support
40,Female,1,Assoc,Craft-repair
35,Female,0,Some-college,Craft-repair
35,Female,1,HS-grad,Other-service
47,Female,0,HS-grad,Prof-specialty
43,Female,1,HS-grad,Exec-managerial
43,Female,1,Bachelors,Craft-repair
44,Male,0,HS-grad,Other-service
47,Male,1,HS-grad,Sales
18,Male,0,Bachelors,Craft-repair
34,Male,0,HS-grad,Adm-clerical
18,Female,0,HS-grad,Craft-repair
39,Male,0,HS-grad,Craft-repair
39,Male,0,Bachelors,Adm-clerical
53,Male,0,HS-grad,Craft-repair
54,Male,1,HS-grad,Adm-clerical
42,Female,1,HS-grad,Exec-managerial
32,Female,1,Masters,Prof-specialty
45,Female,0,HS-grad,Exec-managerial
32,Female,0,HS-grad,Tech-support
39,Female,0,Assoc,Craft-repair
52,Female,1,Assoc,Other-service
32,Female,1,HS-grad,Other-service
49,Male,0,HS-grad,Other-service
48,Male,0,HS-grad,Craft-repair
27,Male,0,Bachelors,Craft-repair
52,Female,0,HS-grad,Prof-specialty
48,Male,0,Assoc,Adm-clerical
40,Male,0,Masters,Adm-clerical
29,Male,0,Bachelors,Adm-clerical
28,Male,0,HS-grad,Prof-specialty
32,Female,1,Assoc,Tech-support
46,Female,1,Bachelors,Craft-repair
27,Male,0,Masters,Other-service
45,Male,0,HS-grad,Sales
23,Female,1,Bachelors,Adm-clerical
36,Female,1,Masters,Exec-managerial
40,Female,1,Doctorate,Adm-clerical
71,Female,0,Bachelors,Other-service
21,Male,1,Some-college,Sales
58,Male,0,Some-college,Sales
41,Female,1,Bachelors,Sales
44,Female,0,Assoc,Craft-repair
41,Female,1,Bachelors,Other-service
45,Female,0,HS-grad,Other-service
37,Male,0,HS-grad,Sales
58,Male,1,Bachelors,Prof-specialty
33,Male,0,Assoc,Adm-clerical
54,Female,0,HS-grad,Adm-clerical
31,Male,0,Some-college,Adm-clerical
38,Male,1,Assoc,Prof-specialty
25,Female,0,Some-college,Sales
45,Male,0,HS-grad,Other-service
58,Male,1,Some-college,Craft-repair
38,Male,1,Some-college,Craft-repair
36,Female,0,HS-grad,Adm-clerical
25,Female,0,Bachelors,Other-service
36,Male,0,Bachelors,Sales
18,Female,0,Bachelors,Prof-specialty
27,Female,0,Bachelors,Prof-specialty
42,Male,0,HS-grad,Prof-specialty
56,Female,1,HS-grad,Craft-repair
75,Female,1,HS-grad,Craft-repair
31,Male,0,HS-grad,Craft-repair
58,Male,1,Bachelors,Craft-repair
42,Male,0,HS-grad,Prof-specialty
37,Male,1,Bachelors,Craft-repair
45,Female,0,HS-grad,Sales
40,Female,1,HS-grad,Prof-specialty
40,Male,0,HS-grad,Prof-specialty
34,Female,0,Some-college,Other-service
21,Female,1,Bachelors,Exec-managerial
19,Female,1,Masters,Prof-specialty
47,Male,0,HS-grad,Adm-clerical
35,Female,1,Bachelors,Sales
31,Male,1,Masters,Prof-specialty
39,Female,0,HS-grad,Craft-repair
49,Male,0,HS-grad,Adm-clerical
41,Female,0,HS-grad,Sales
30,Female,0,HS-grad,Sales
55,Male,0,Assoc,Sales
60,Male,0,Some-college,Exec-managerial
45,Female,1,Some-college,Prof-specialty
52,Female,1,Masters,Prof-specialty
55,Female,0,Some-college,Craft-repair
54,Female,1,Bachelors,Prof-specialty
47,Male,0,HS-grad,Prof-specialty
47,Female,1,Some-college,Tech-support
46,Male,1,HS-grad,Exec-managerial
25,Female,0,HS-grad,Exec-managerial
48,Male,0,HS-grad,Other-service
21,Female,0,Bachelors,Other-service
29,Female,0,Bachelors,Craft-repair
56,Female,0,Bachelors,Other-service
50,Male,0,HS-grad,Adm-clerical
58,Male,1,Doctorate,Tech-support
35,Male,0,HS-grad,Craft-repair
24,Female,1,Masters,Exec-managerial
36,Female,0,Bachelors,Other-service
40,Female,0,Bachelors,Adm-clerical
40,Female,0,Some-college,Tech-support
54,Male,1,Masters,Prof-specialty
34,Male,0,Bachelors,Adm-clerical
44,Male,1,HS-grad,Other-service
26,Male,1,Masters,Prof-specialty
45,Female,0,HS-grad,Other-service
39,Female,0,Some-college,Tech-support
29,Male,0,Bachelors,Adm-clerical
36,Female,0,Masters,Craft-repair
37,Female,1,Some-college,Exec-managerial
35,Male,1,HS-grad,Prof-specialty
62,Male,0,Some-college,Adm-clerical
38,Male,0,HS-grad,Exec-managerial
36,Female,1,Some-college,Tech-support
18,Male,0,Some-college,Craft-repair
27,Female,0,Masters,Sales
36,Female,1,HS-grad,Prof-specialty
30,Female,0,HS-grad,Adm-clerical
57,Male,0,Some-college,Craft-repair
37,Male,0,HS-grad,Adm-clerical
56,Male,0,HS-grad,Prof-specialty
40,Female,1,Some-college,Adm-clerical
39,Male,0,Some-college,Tech-support
38,Female,0,HS-grad,Tech-support
39,Male,0,Bachelors,Adm-clerical
61,Female,0,Assoc,Other-service
18,Female,0,Some-college,Other-service
18,Male,0,HS-grad,Adm-clerical
32,Female,0,HS-grad,Other-service
39,Male,0,HS-grad,Craft-repair
48,Female,1,Bachelors,Sales
45,Male,0,Bachelors,Craft-repair
34,Female,1,HS-grad,Tech-support
52,Female,0,HS-grad,Tech-support
52,Female,0,HS-grad,Other-service
41,Female,1,HS-grad,Other-service
52,Male,0,Doctorate,Adm-clerical
43,Female,0,HS-grad,Sales
32,Female,0,HS-grad,Craft-repair
48,Male,1,Some-college,Adm-clerical
40,Female,0,HS-grad,Adm-clerical
39,Male,0,HS-grad,Other-service
58,Male,0,Some-college,Sales
18,Female,0,HS-grad,Adm-clerical
21,Male,0,HS-grad,Other-service
24,Female,0,Bachelors,Tech-support
34,Female,1,Some-college,Craft-repair
36,Female,0,HS-grad,Prof-specialty
19,Male,0,Assoc,Sales
26,Male,0,HS-grad,Sales
28,Male,0,Doctorate,Prof-specialty
71,Male,1,Assoc,Prof-specialty
62,Female,0,Some-college,Adm-clerical
34,Male,0,HS-grad,Prof-specialty
34,Male,0,Masters,Exec-managerial
24,Male,0,Some-college,Craft-repair
18,Male,0,HS-grad,Craft-repair
37,Male,0,Bachelors,Sales
26,Female,0,Some-college,Exec-managerial
38,Male,1,Assoc,Exec-managerial
18,Male,0,Bachelors,Adm-clerical
29,Male,0,Assoc,Other-service
41,Female,1,Bachelors,Craft-repair
44,Male,1,Bachelors,Exec-managerial
44,Female,0,Some-college,Craft-repair
22,Male,0,Doctorate,Sales
50,Male,1,Doctorate,Exec-managerial
29,Female,0,Masters,Exec-managerial
47,Male,1,Masters,Tech-support
39,Female,0,Bachelors,Sales
21,Male,0,HS-grad,Prof-specialty
35,Male,0,Assoc,Prof-specialty
44,Female,1,HS-grad,Other-service
47,Male,0,HS-grad,Other-service
37,Female,1,Some-college,Sales
59,Male,0,Bachelors,Sales
52,Male,1,Bachelors,Other-service
36,Female,0,HS-grad,Other-service
49,Male,1,HS-grad,Adm-clerical
64,Male,0,HS-grad,Other-service
64,Male,0,Some-college,Sales
23,Male,0,HS-grad,Prof-specialty
27,Male,0,Bachelors,Exec-managerial
58,Male,0,HS-grad,Exec-managerial
25,Female,0,Some-college,Tech-support
22,Female,0,Some-college,Sales
33,Male,0,Some-college,Craft-repair
44,Female,0,Assoc,Prof-specialty
38,Male,0,HS-grad,Adm-clerical
31,Female,1,Some-college,Prof-specialty
30,Male,0,Bachelors,Prof-specialty
30,Male,1,HS-grad,Prof-specialty
28,Female,0,Masters,Adm-clerical
69,Female,1,Doctorate,Adm-clerical
43,Female,1,Bachelors,Craft-repair
51,Male,1,Doctorate,Prof-specialty
33,Male,1,Some-college,Other-service
37,Female,1,Some-college,Sales
30,Male,1,HS-grad,Sales
18,Female,1,HS-grad,Exec-managerial
21,Female,0,HS-grad,Adm-clerical
18,Female,0,Some-college,Other-service
18,Female,1,Some-college,Prof-specialty
23,Male,0,HS-grad,Adm-clerical
56,Male,0,Bachelors,Prof-specialty
38,Male,0,HS-grad,Sales
56,Male,1,HS-grad,Craft-repair
44,Female,0,HS-grad,Adm-clerical
49,Female,0,Bachelors,Prof-specialty
27,Male,0,Some-college,Adm-clerical
46,Male,1,Bachelors,Exec-managerial
48,Male,1,HS-grad,Tech-support
32,Male,0,Some-college,Other-service
46,Male,1,Doctorate,Exec-managerial
46,Male,0,HS-grad,Adm-clerical
32,Male,0,Some-college,Prof-specialty
24,Male,0,HS-grad,Craft-repair
24,Female,0,HS-grad,Other-service
40,Female,0,Some-college,Sales
43,Male,0,HS-grad,Exec-managerial
29,Female,1,Some-college,Sales
39,Male,0,Assoc,Exec-managerial
46,Male,0,HS-grad,Prof-specialty
47,Female,0,HS-grad,Other-service
59,Female,1,Masters,Craft-repair
56,Male,1,Some-college,Craft-repair
26,Male,0,Assoc,Other-service
61,Female,1,HS-grad,Prof-specialty
32,Male,0,Bachelors,Craft-repair
53,Female,1,Assoc,Adm-clerical
40,Female,0,HS-grad,Exec-managerial
34,Female,1,Masters,Prof-specialty
18,Male,0,Bachelors,Exec-managerial
37,Male,1,Masters,Craft-repair
19,Male,0,HS-grad,Exec-managerial
52,Female,0,Some-college,Sales
59,Male,0,HS-grad,Other-service
29,Male,1,Doctorate,Sales
43,Female,0,HS-grad,Sales
30,Female,0,HS-grad,Tech-support
31,Female,1,Assoc,Craft-repair
49,Male,0,HS-grad,Craft-repair
38,Female,0,Bachelors,Adm-clerical
62,Female,0,HS-grad,Exec-managerial
33,Male,0,Bachelors,Other-service
52,Male,1,HS-grad,Exec-managerial
40,Male,0,Some-college,Tech-support
49,Male,0,Some-college,Adm-clerical
33,Female,0,Some-college,Exec-managerial
38,Male,0,HS-grad,Exec-managerial
37,Female,0,HS-grad,Craft-repair
28,Female,1,Bachelors,Exec-managerial
48,Male,1,HS-grad,Sales
47,Female,0,HS-grad,Prof-specialty
47,Female,0,Some-college,Tech-support
59,Male,0,Some-college,Other-service
58,Female,1,Bachelors,Prof-specialty
34,Female,0,Some-college,Other-service
44,Male,0,Assoc,Adm-clerical
31,Male,0,Bachelors,Craft-repair
39,Male,1,Masters,Exec-managerial
31,Female,0,Bachelors,Prof-specialty
60,Male,1,HS-grad,Prof-specialty
44,Male,1,Doctorate,Prof-specialty
36,Female,0,Masters,Other-service
55,Female,0,Bachelors,Craft-repair
18,Female,0,HS-grad,Tech-support
18,Male,0,HS-grad,Prof-specialty
49,Female,1,Bachelors,Prof-specialty
40,Male,0,Some-college,Craft-repair
42,Male,0,Bachelors,Craft-repair
22,Female,1,Some-college,Exec-managerial
39,Male,0,Some-college,Sales
65,Female,0,HS-grad,Prof-specialty
50,Female,1,HS-grad,Adm-clerical
41,Male,0,HS-grad,Sales
33,Female,1,Masters,Sales
34,Male,0,Bachelors,Other-service
18,Male,1,Assoc,Prof-specialty
42,Female,1,Bachelors,Sales
50,Female,1,Masters,Prof-specialty
19,Female,0,Some-college,Sales
30,Male,1,Masters,Exec-managerial
24,Male,1,Assoc,Adm-clerical
26,Female,1,Bachelors,Other-service
40,Male,0,HS-grad,Sales
18,Male,0,Bachelors,Prof-specialty
47,Male,1,HS-grad,Prof-specialty
49,Female,0,HS-grad,Sales
36,Female,0,Bachelors,Adm-clerical
18,Female,0,Masters,Exec-managerial
26,Female,0,HS-grad,Adm-clerical
55,Female,1,HS-grad,Adm-clerical
18,Female,0,Assoc,Adm-clerical
34,Female,0,HS-grad,Sales
24,Female,0,HS-grad,Craft-repair
49,Female,1,Bachelors,Tech-support
30,Male,0,Masters,Other-service
44,Male,0,Some-college,Craft-repair
46,Female,1,Some-college,Sales
63,Male,1,Some-college,Prof-specialty
36,Female,0,HS-grad,Other-service
44,Male,1,Masters,Prof-specialty
20,Male,1,Masters,Exec-managerial
54,Male,0,HS-grad,Craft-repair
29,Male,0,HS-grad,Other-service
32,Male,0,HS-grad,Craft-repair
39,Male,0,HS-grad,Tech-support
19,Female,0,HS-grad,Craft-repair
42,Female,1,HS-grad,Sales
52,Male,1,Masters,Exec-managerial
43,Female,0,HS-grad,Adm-clerical
18,Male,0,Bachelors,Adm-clerical
37,Male,0,Some-college,Craft-repair
49,Female,1,Masters,Sales
18,Female,0,Doctorate,Sales
25,Male,0,Some-college,Craft-repair
50,Female,0,HS-grad,Prof-specialty
43,Male,1,Bachelors,Adm-clerical
44,Male,1,HS-grad,Sales
63,Female,1,HS-grad,Sales
45,Male,1,HS-grad,Other-service
48,Male,0,Assoc,Other-service
74,Male,1,HS-grad,Exec-managerial
36,Female,0,Some-college,Craft-repair
29,Male,0,Some-college,Other-service
45,Male,0,Bachelors,Adm-clerical
45,Female,1,HS-grad,Adm-clerical
32,Male,0,Assoc,Craft-repair
26,Male,0,Bachelors,Sales
69,Female,1,Some-college,Sales
43,Male,0,Some-college,Other-service
29,Male,0,Masters,Exec-managerial
51,Male,1,Masters,Craft-repair
38,Female,0,Some-college,Exec-managerial
36,Male,0,Some-college,Sales
46,Male,1,HS-grad,Craft-repair
22,Male,0,HS-grad,Other-service
44,Female,0,HS-grad,Prof-specialty
64,Female,0,HS-grad,Sales
45,Male,1,HS-grad,Tech-support
34,Female,0,Assoc,Prof-specialty
32,Female,1,Masters,Sales
34,Female,1,Masters,Exec-managerial
36,Male,1,Bachelors,Tech-support
34,Female,1,Bachelors,Tech-support
51,Male,0,HS-grad,Prof-specialty
18,Male,0,Bachelors,Craft-repair
50,Male,0,HS-grad,Other-service
34,Male,0,Some-college,Other-service
44,Female,1,Doctorate,Prof-specialty
24,Male,0,Assoc,Other-service
56,Female,0,HS-grad,Prof-specialty
55,Male,0,Bachelors,Exec-managerial
51,Female,0,HS-grad,Prof-specialty
19,Male,0,HS-grad,Adm-clerical
50,Male,1,HS-grad,Prof-specialty
44,Female,1,HS-grad,Sales
18,Male,0,Bachelors,Adm-clerical
39,Female,0,Some-college,Craft-repair
44,Female,0,HS-grad,Sales
46,Female,1,Doctorate,Sales
41,Female,0,Some-college,Other-service
43,Male,0,Some-college,Craft-repair
58,Male,0,Some-college,Tech-support
55,Female,0,Some-college,Craft-repair
18,Male,0,Some-college,Adm-clerical
35,Male,1,Bachelors,Sales
37,Male,0,Assoc,Exec-managerial
18,Female,0,HS-grad,Sales
40,Male,0,Some-college,Craft-repair
55,Female,0,HS-grad,Craft-repair
25,Male,1,Assoc,Prof-specialty
43,Male,1,HS-grad,Adm-clerical
27,Male,1,HS-grad,Craft-repair
30,Female,0,Doctorate,Craft-repair
58,Female,0,Bachelors,Exec-managerial
32,Male,0,HS-grad,Sales
45,Female,0,HS-grad,Adm-clerical
18,Female,0,Some-college,Prof-specialty
63,Male,1,Doctorate,Prof-specialty
47,Male,1,Some-college,Prof-specialty
37,Female,0,HS-grad,Prof-specialty
46,Female,1,Bachelors,Sales
21,Male,1,Some-college,Tech-support
54,Female,1,HS-grad,Craft-repair
35,Female,0,Assoc,Tech-support
36,Female,1,HS-grad,Adm-clerical
33,Female,1,Assoc,Prof-specialty
31,Male,0,Masters,Prof-specialty
48,Female,0,HS-grad,Craft-repair
42,Female,1,Bachelors,Adm-clerical
47,Male,0,Masters,Adm-clerical
39,Female,0,Bachelors,Adm-clerical
46,Female,0,Bachelors,Prof-specialty
34,Male,0,HS-grad,Adm-clerical
68,Male,1,HS-grad,Tech-support
19,Female,0,Bachelors,Other-service
55,Female,0,HS-grad,Craft-repair
57,Female,0,HS-grad,Craft-repair
28,Female,0,Some-college,Exec-managerial
68,Male,0,HS-grad,Other-service
52,Male,1,Masters,Exec-managerial
52,Male,1,Masters,Adm-clerical
39,Male,1,Masters,Other-service
36,Female,0,HS-grad,Prof-specialty
36,Male,0,Some-college,Exec-managerial
44,Male,0,Masters,Other-service
57,Female,0,Some-college,Other-service
41,Male,1,Bachelors,Prof-specialty
27,Female,1,Bachelors,Craft-repair
50,Male,0,Some-college,Prof-specialty
51,Male,0,HS-grad,Craft-repair
48,Female,1,Bachelors,Prof-specialty
49,Male,0,HS-grad,Craft-repair
35,Female,1,Assoc,Prof-specialty
27,Male,1,Bachelors,Sales
28,Female,0,HS-grad,Other-service
18,Female,0,Bachelors,Tech-support
42,Female,0,Some-college,Adm-clerical
38,Male,0,HS-grad,Craft-repair
33,Female,1,Doctorate,Prof-specialty
18,Male,0,Bachelors,Craft-repair
23,Female,0,Bachelors,Adm-clerical
54,Female,1,Masters,Sales
30,Female,1,Some-college,Exec-managerial
44,Female,0,Some-college,Adm-clerical
21,Male,0,HS-grad,Prof-specialty
58,Female,0,HS-grad,Other-service
37,Male,0,Some-college,Sales
43,Male,0,Some-college,Adm-clerical
69,Male,1,Bachelors,Prof-specialty
59,Male,0,Some-college,Other-service
35,Male,1,Bachelors,Adm-clerical
31,Male,1,Masters,Prof-specialty
35,Male,1,Doctorate,Sales
46,Male,0,HS-grad,Sales
38,Male,0,Assoc,Adm-clerical
34,Female,0,Masters,Other-service
58,Male,1,HS-grad,Exec-managerial
38,Female,0,Some-college,Adm-clerical
69,Male,1,HS-grad,Adm-clerical
40,Male,1,Bachelors,Exec-managerial
62,Male,1,Bachelors,Adm-clerical
44,Male,0,Some-college,Sales
52,Male,0,Masters,Tech-support
30,Male,1,Some-college,Adm-clerical
28,Female,0,Some-college,Tech-support
